id,name,ministry,department,description,benefitType,benefitAmount,benefitDescription,minAge,maxAge,gender,maxAnnualIncome,incomeCategoryAllowed,casteCategoryAllowed,employmentTypes,mustBeDisabled,mustBeWidow,mustBeStudent,mustBeFarmer,mustBeSeniorCitizen,mustHaveRationCard,isMinority,documentsRequired,schemeLevel,applicationLink
pension-old-age-wb,Old Age Pension (West Bengal),West Bengal Government,Social Welfare Department,Financial assistance to elderly citizens in West Bengal,pension,12000,Monthly pension of INR 1000,60,,any,,BPL,,,false,false,false,false,true,true,false,Age Proof|Aadhaar Card|Ration Card,state,https://wb.gov.in/
pension-widow-wb,Widow Pension (West Bengal),West Bengal Government,Social Welfare Department,Financial aid for widows in West Bengal,pension,12000,Monthly pension of INR 1000,18,,female,,BPL,,,false,true,false,false,false,true,false,Death Certificate of Husband|Aadhaar Card|Ration Card,state,https://wb.gov.in/
pension-disabled-wb,Disabled Pension (West Bengal),West Bengal Government,Social Welfare Department,Assistance for persons with disabilities in West Bengal,pension,12000,Monthly pension of INR 1000 for 40%+ disability,,,any,,BPL,,,true,false,false,false,false,true,false,Disability Certificate|Aadhaar Card|Ration Card,state,https://wb.gov.in/
mukhya-mantri-shiksha-protsahan,Mukhya Mantri Shiksha Protsahan (Bihar),Bihar Government,,Scholarships for higher secondary students from poor families,scholarship,10000,One-time scholarship for girls passing 10th/12th exams,15,18,female,,BPL,,,false,false,true,false,false,true,false,Marksheet|Aadhaar Card|Ration Card,state,https://edudbt.bih.nic.in/
up-kanya-sumangala-plus,Kanya Sumangala Scheme Phase 2,Uttar Pradesh Government,,Revised higher financial assistance for girl children in UP,subsidy,25000,""Revised benefit of 25000 total across 6 stages from 2024"",0,18,female,300000,,,,false,false,true,false,false,false,false,Birth Certificate|Aadhaar Card|Income Proof,state,https://mksy.up.gov.in/
up-vivah-hetu-anudan-plus,UP Shadi Anudan Revised,Uttar Pradesh Government,,Revised higher grants for marriage of girls in UP,subsidy,20000,One-time marriage grant of INR 20000,18,,female,46080,,,,false,false,false,false,false,false,false,Marriage Invitation|Aadhaar Card|Caste Certificate,state,https://shadianudan.upsdc.gov.in/
ladli-social-security-plus,Ladli Social Security Haryana Revised,Haryana Government,,Increased pension for parents with only girl children,pension,36000,Revised monthly pension of INR 3000 from 2024,45,60,any,200000,,,,false,false,false,false,false,false,false,Age Proof|Aadhaar Card|Residence Proof,state,https://socialjusticehry.gov.in/
pension-vridha-odisha-revised,Madhu Babu Pension Revised,Odisha Government,,Increased pension amount for senior citizens in Odisha,pension,14400,Revised monthly pension of INR 1200 for those above 80 years,60,,any,,BPL,,,false,false,false,false,true,true,false,Age Proof|Aadhaar Card|Ration Card,state,https://ssepd.gov.in/
pension-divyang-odisha-revised,Madhu Babu Disability Revised,Odisha Government,,Increased pension for disabled persons in Odisha,pension,12000,Revised monthly pension of INR 1000 for disabled,5,,any,,BPL,,,true,false,false,false,false,true,false,Disability Certificate|Aadhaar Card|Ration Card,state,https://ssepd.gov.in/
telangana-cheyutha-pension,Telangana Cheyutha Pension (Health),Telangana Government,,Special pension for persons with chronic health issues,pension,48000,Monthly pension of INR 4000 for dialysis and cancer patients,,,any,,BPL,,,false,false,false,false,false,true,false,Medical Reports|Aadhaar Card|Ration Card,state,https://www.aasara.telangana.gov.in/
pension-transgender-wb,Transgender Pension (West Bengal),West Bengal Government,,Social security for transgender persons in West Bengal,pension,12000,Monthly pension of INR 1000 for transgender persons,,,any,,BPL,,,false,false,false,false,false,true,false,Transgender Card|Aadhaar Card|Ration Card,state,https://wb.gov.in/
pension-farmer-tn,Old Age Pension for Farmers (TN),Tamil Nadu Government,Agriculture Department,Pension for elderly farmers who are destitute,pension,12000,Monthly pension of INR 1000,60,,any,,BPL,,,false,false,false,true,true,true,false,Farmer ID|Aadhaar Card|Age Proof,state,https://tnagrisnet.tn.gov.in/
up-mukhyamantri-yuva-swarozgar,UP Yuva Swarozgar Yojana,Uttar Pradesh Government,Department of Industries,Providing financial help to youth to start business units,loan,2500000,Loan up to 25 Lakh with margin money subsidy of 25%,18,40,any,,,,,false,false,false,false,false,false,false,Educational Proof|Aadhaar Card|Business Plan,state,https://diupmsme.upsdc.gov.in/
up-vishwakarma-toolkit,UP Vishwakarma Toolkit Distribution,Uttar Pradesh Government,,Free toolkits for traditional artisans following training,other,15000,Advanced toolkit relevant to the artisan's trade like carpentry/tailoring,18,,any,,,,,false,false,false,false,false,false,false,Artisan ID|Training Certificate|Aadhaar Card,state,https://diupmsme.upsdc.gov.in/
